出番ID,ライブ_from,ライブ_長さ(分),グループID,ステージID,グループ名_raw,グループ名,ステージ名,備考
30,12:05,20,67,1,selfish,selfish,MONKEY STAGE,
31,12:25,20,9,1,coming soon...,CIDER GEM,MONKEY STAGE,
32,12:50,20,1,1,#よーよーよー,#よーよーよー,MONKEY STAGE,
33,13:10,20,42,1,Pastel Closet,Pastel Closet,MONKEY STAGE,
34,13:30,20,68,1,α+,α+,MONKEY STAGE,
35,13:50,20,54,1,Toi Toi Toi,Toi Toi Toi,MONKEY STAGE,
36,14:15,20,0,1,#Mooove!,#Mooove!,MONKEY STAGE,
37,14:35,20,100,1,フューチャーサイダー,フューチャーサイダー,MONKEY STAGE,
38,14:55,20,74,1,こみっきゅおん！,こみっきゅおん！,MONKEY STAGE,
39,15:25,20,23,1,KiSS KiSS,KiSS KiSS,MONKEY STAGE,
40,15:45,20,103,1,ポンコツコンポ,ポンコツコンポ,MONKEY STAGE,
41,16:05,20,88,1,クマリデパート,クマリデパート,MONKEY STAGE,
42,16:25,20,5,1,AdamLilith,AdamLilith,MONKEY STAGE,
43,16:50,20,108,1,最終未来少女,最終未来少女,MONKEY STAGE,
44,17:10,20,87,1,キングサリ,キングサリ,MONKEY STAGE,
45,17:30,20,53,1,Tohkei,Tohkei,MONKEY STAGE,
46,17:50,20,9,1,coming soon...,CIDER GEM,MONKEY STAGE,
47,18:15,20,86,1,カラフルスクリーム,カラフルスクリーム,MONKEY STAGE,
48,18:35,20,95,1,ハルカエコー,ハルカエコー,MONKEY STAGE,
49,18:55,20,111,1,衛星とカラテア,衛星とカラテア,MONKEY STAGE,
50,19:20,20,46,1,RiNCENT#,RiNCENT♯,MONKEY STAGE,
51,19:40,20,44,1,RAVIDAVI,RAViDAVi,MONKEY STAGE,
52,20:00,20,52,1,TENRIN,TENRIN,MONKEY STAGE,
53,10:00,15,40,2,PSYCHOデリック,PSYCHOデリック,SNAKE STAGE,
54,10:15,15,80,2,ぶっとび！パンデミック,ぶっとび！パンデミック,SNAKE STAGE,
55,10:30,15,21,2,KATACOTO＊BANK,KATACOTO＊BANK,SNAKE STAGE,
56,10:45,15,104,2,マリーノラウン,マリークラウン,SNAKE STAGE,
57,11:00,15,112,2,踊れ！神風,踊れ！神風,SNAKE STAGE,
58,11:20,15,27,2,Lって何のLですか？,Lって何のLですか？,SNAKE STAGE,
59,11:35,15,76,2,ちゃーむぱっしゅ,ちゃーむぽっしゅ,SNAKE STAGE,
60,11:50,15,22,2,KATA☆CHU,KATA☆CHU,SNAKE STAGE,
61,12:05,15,29,2,Malcolm Mask McLaren,Malcolm Mask McLaren,SNAKE STAGE,
62,12:20,15,102,2,ベロティカ,ベロティカ,SNAKE STAGE,
63,12:40,15,71,2,あの日見たラッキースター,あの日見たラッキースター,SNAKE STAGE,
64,12:55,15,24,2,LADYBABY,LADYBABY,SNAKE STAGE,
65,13:10,15,17,2,Falench.,Falench.,SNAKE STAGE,
66,13:25,15,82,2,まぶだちゅ！,まぶだちゅ！,SNAKE STAGE,
67,13:40,15,33,2,MiX BeRRY,MiX BeRRY,SNAKE STAGE,
68,14:00,15,83,2,アイテムはてるてるのみ,アイテムはてるてるのみ,SNAKE STAGE,
69,14:15,15,65,2,miao,miao,SNAKE STAGE,
70,14:30,15,109,2,月とメープ,月とソーダ,SNAKE STAGE,
71,14:45,15,97,2,ハレとハレ！,ハレとハレ！,SNAKE STAGE,
72,15:00,15,28,2,MEOWMEW,MEOWMEW,SNAKE STAGE,
73,15:30,15,75,2,さよならステイチューン,さよならステイチューン,SNAKE STAGE,
74,15:45,15,77,2,なんキニ！,なんキニ!,SNAKE STAGE,
75,16:00,15,110,2,蛍,蛍,SNAKE STAGE,
76,16:15,15,58,2,ZUTTOMOTTO,ZUTTOMOTTO,SNAKE STAGE,
77,16:30,15,61,2,hakanai,hakanai,SNAKE STAGE,
78,16:50,15,12,2,DREAMING MONSTER,DREAMING MONSTER,SNAKE STAGE,
79,17:05,15,30,2,Melty BeaR,Melty BeaR,SNAKE STAGE,
80,17:20,15,47,2,SAISON,SAISON,SNAKE STAGE,
81,17:35,15,59,2,buGG,buGG,SNAKE STAGE,
82,17:50,15,106,2,ルージュブック,ルージュブック,SNAKE STAGE,
83,18:15,15,39,2,PRSMIN,PRSMIN,SNAKE STAGE,
84,18:30,15,94,2,ネコプラpixx.,ネコプラpixx.,SNAKE STAGE,
85,18:45,15,20,2,Ill,Ill,SNAKE STAGE,
86,19:00,15,25,2,VVS,LiVS,SNAKE STAGE,
87,19:20,15,99,2,パラレルサイダー,パラレルサイダー,SNAKE STAGE,
88,19:35,15,90,2,シャニムニ＝パレード,シャニムニ＝パレード,SNAKE STAGE,
89,19:50,15,48,2,SEKAIE☆,SEKAIE☆,SNAKE STAGE,
90,10:00,15,11,3,Cherie!,Cherie!,KABUTO MUSHI STAGE,
91,10:15,15,63,3,mementoa,mementoa,KABUTO MUSHI STAGE,
92,10:30,15,38,3,NiLUNLOCK,NiLUNLOCK,KABUTO MUSHI STAGE,
93,10:45,15,103,3,ポンコツコンポ,ポンコツコンポ,KABUTO MUSHI STAGE,
94,11:00,15,57,3,YumeLia,YumeLia,KABUTO MUSHI STAGE,
95,11:20,15,56,3,VILLAINS HOUSE,VILLAINS HOUSE,KABUTO MUSHI STAGE,
96,11:35,15,35,3,My:ME//OW,My:ME//OW,KABUTO MUSHI STAGE,
97,11:50,15,26,3,Lily scale,Lily scale,KABUTO MUSHI STAGE,
98,12:05,15,3,3,4864.,4864.,KABUTO MUSHI STAGE,
99,12:20,15,32,3,Mewro,Mewro,KABUTO MUSHI STAGE,
100,12:40,15,19,3,coming soon…,INFIY∞,KABUTO MUSHI STAGE,
101,12:55,15,34,3,My Starry Diary,My Starry Diary,KABUTO MUSHI STAGE,
102,13:10,15,69,3,→Tia.,→Taria.,KABUTO MUSHI STAGE,
103,13:25,15,41,3,Palpitink,Palpitink,KABUTO MUSHI STAGE,
104,13:40,15,49,3,SHAKEBE,SHAKEBE,KABUTO MUSHI STAGE,
105,14:00,15,72,3,いつかの夜に僕たちが、,いつかの夜に僕たちが、,KABUTO MUSHI STAGE,
106,14:15,15,7,3,BUNGEE GUM.,BUNGEE GUM.,KABUTO MUSHI STAGE,
107,14:30,15,81,3,べるべっとセンテンス,べるべっとセンテンス,KABUTO MUSHI STAGE,
108,14:45,15,52,3,TENRIN,TENRIN,KABUTO MUSHI STAGE,
109,15:00,15,15,3,EcruRare,EcruRare,KABUTO MUSHI STAGE,
110,15:30,15,45,3,ReFLiA,ReFLiA,KABUTO MUSHI STAGE,
111,15:45,15,98,3,パラディーク,パラディーク,KABUTO MUSHI STAGE,
112,16:00,15,70,3,あいすなっつ,あいすなっつ,KABUTO MUSHI STAGE,
113,16:15,15,8,3,CAL&RES,CAL&RES,KABUTO MUSHI STAGE,
114,16:30,15,50,3,STAiNY,STAiNY,KABUTO MUSHI STAGE,
115,16:50,15,78,3,にっぽん！真骨頂,にっぽん！真骨頂,KABUTO MUSHI STAGE,
116,17:05,15,105,3,月とメープル,モモんちゅ・メリ,KABUTO MUSHI STAGE,
117,17:20,15,66,3,myojou,myojou,KABUTO MUSHI STAGE,
118,17:35,15,2,3,#ジューロック,#ジューロック,KABUTO MUSHI STAGE,
119,17:50,15,10,3,COLOR of COLOR,COLOR of COLOR,KABUTO MUSHI STAGE,
120,18:15,15,19,3,coming soon…,INFIY∞,KABUTO MUSHI STAGE,
121,18:30,15,92,3,セレイユノート,セレインノート,KABUTO MUSHI STAGE,
122,18:45,15,42,3,Pastel Closet,Pastel Closet,KABUTO MUSHI STAGE,
123,19:00,15,14,3,EDEN,EDEN,KABUTO MUSHI STAGE,
124,19:20,15,77,3,なんキニ！,なんキニ!,KABUTO MUSHI STAGE,
125,19:35,15,58,3,ZUTTOMOTTO,ZUTTOMOTTO,KABUTO MUSHI STAGE,
126,19:50,15,89,3,シオリベル,シオリベル,KABUTO MUSHI STAGE,
127,10:45,60,98,4,パラディーク,パラディーク,特典会1,
128,12:00,60,50,4,STAiNY,STAiNY,特典会1,
129,13:20,60,73,4,かすみ草とステラ,かすみ草とステラ,特典会1,
130,14:35,60,101,4,フルコース,フルコース,特典会1,
131,15:50,60,96,4,ハルニシオン,ハルニシオン,特典会1,
132,17:15,60,55,4,UtaGe!,UtaGe!,特典会1,
133,18:30,60,91,4,ジェメイ,ジエメイ,特典会1,
134,11:10,60,62,5,Iog you,log you,特典会2,
135,12:30,60,51,5,Sweet Alley,Sweet Alley,特典会2,
136,13:45,60,16,5,FES☆TIVE,FES☆TIVE,特典会2,
137,15:00,60,43,5,Peel the Apple,Peel the Apple,特典会2,
138,16:25,60,60,5,chuLa,chuLa,特典会2,
139,17:35,60,9,5,coming soon...,CIDER GEM,特典会2,
140,18:55,60,13,5,Devil ANTHEM.,Devil ANTHEM.,特典会2,
141,11:35,60,36,6,NANIMONO,NANIMONO,特典会3,
142,12:55,60,85,6,アキシブproject,アキシブproject,特典会3,
143,14:05,60,9,6,coming soon...,CIDER GEM,特典会3,
144,15:25,60,4,6,AOAO,AOAO,特典会3,
145,16:50,60,93,6,ドラマチックレコード,ドラマチックレコード,特典会3,
146,18:05,60,31,6,Merry BAD TUNE.,Merry BAD TUNE.,特典会3,
147,19:20,60,37,6,NEO JAPONISM,NEO JAPONISM,特典会3,
148,13:30,60,23,7,Kiss Kiss,KiSS KiSS,特典会4,
149,15:00,60,30,7,Melty BeaR,Melty BeaR,特典会4,
150,16:15,60,18,7,GANG PARADE,GANG PARADE,特典会4,
151,18:00,60,6,7,Appare!,Appare!,特典会4,
152,10:40,60,84,8,アイドルカレッジ,アイドルカレッジ,特典会5,
153,12:05,60,113,8,透色ドロップ,透色ドロップ,特典会5,
154,13:30,60,1,8,#よーよーよー,#よーよーよー,特典会5,
155,14:55,60,0,8,#Mooove!,#Mooove!,特典会5,
156,16:25,60,103,8,ポンコツコンポ,ポンコツコンポ,特典会5,
157,17:55,60,87,8,キングサリ,キングサリ,特典会5,
158,19:15,60,95,8,ハルカセカイ,ハルカエコー,特典会5,
159,11:00,60,64,9,metarium!,metarium,特典会6,
160,12:25,60,66,9,myojou,myojou,特典会6,
161,13:50,60,42,9,Pastel Closet,Pastel Closet,特典会6,
162,15:15,60,100,9,フューチャーサイダー,フューチャーサイダー,特典会6,
163,16:45,60,88,9,クマリデパート,クマリデパート,特典会6,
164,18:10,60,53,9,Tohkei,Tohkei,特典会6,
165,19:30,60,111,9,衛星とカラテア,衛星とカラテア,特典会6,
166,11:20,60,8,10,CAL&RES,CAL&RES,特典会7,
167,12:45,60,67,10,selfish,selfish,特典会7,
168,14:10,60,68,10,α＋,α+,特典会7,
169,15:35,60,74,10,こみっきゅおん！,こみっきゅおん！,特典会7,
170,17:05,60,5,10,AdamLilith,AdamLilith,特典会7,
171,18:30,60,9,10,coming soon...,CIDER GEM,特典会7,
172,11:40,60,107,11,寝乙女☆DOLL,愛乙女☆DOLL,特典会8,
173,13:05,60,9,11,coming soon...,CIDER GEM,特典会8,
174,14:30,60,54,11,Toi Toi Toi,Toi Toi Toi,特典会8,
175,17:30,60,108,11,亜桜未来少女,最終未来少女,特典会8,
176,18:55,60,86,11,カラフルスクリーム,カラフルスクリーム,特典会8,
177,13:00,60,15,12,EcruRare,EcruRare,特典会9,
178,14:15,60,58,12,ZUTTOMOTTO,ZUTTOMOTTO,特典会9,
179,15:30,60,52,12,TENRIN,TENRIN,特典会9,
180,17:30,60,79,12,のんふぃく！,のんふぃく！,特典会9,
181,19:00,60,12,12,DREAMING MONSTER,DREAMING MONSTER,特典会9,
182,10:35,60,40,13,PSYCHOアブリック,PSYCHOデリック,特典会10,
183,11:55,60,27,13,Lって何のLですか？,Lって何のLですか？,特典会10,
184,13:15,60,71,13,あの日見たラッキースター,あの日見たラッキースター,特典会10,
185,14:35,60,83,13,アイテムはてるてるのみ,アイテムはてるてるのみ,特典会10,
186,16:00,60,46,13,RiNCENT#,RiNCENT♯,特典会10,
187,17:10,60,99,13,パラレルサイダー,パラレルサイダー,特典会10,
188,18:20,60,97,13,ハレとハレ！,ハレとハレ！,特典会10,
189,19:30,60,59,13,buGG,buGG,特典会10,
190,10:50,60,80,14,ぶっとび！パンデミック,ぶっとび！パンデミック,特典会11,
191,12:10,60,76,14,ちーむぼっしゅ,ちゃーむぽっしゅ,特典会11,
192,13:30,60,24,14,LADYBABY,LADYBABY,特典会11,
193,14:50,60,65,14,miao,miao,特典会11,
194,16:00,60,44,14,RAViDAVi,RAViDAVi,特典会11,
195,17:10,60,90,14,シャニムニ＝パレード,シャニムニ＝パレード,特典会11,
196,18:20,60,28,14,MEOWMEW,MEOWMEW,特典会11,
197,19:30,60,106,14,ルージュブック,ルージュブック,特典会11,
198,11:05,60,21,15,KATACOTO＊BANK,KATACOTO＊BANK,特典会12,
199,12:25,60,22,15,KATA☆CHU,KATA☆CHU,特典会12,
200,13:45,60,17,15,Falench.,Falench.,特典会12,
201,14:50,60,47,15,SAISON,SAISON,特典会12,
202,17:10,60,25,15,VS VS,LiVS,特典会12,
203,18:20,60,75,15,きょならステイチューン,さよならステイチューン,特典会12,
204,19:30,60,39,15,PRSMIN,PRSMIN,特典会12,
205,11:20,60,104,16,マリークラウン,マリークラウン,特典会13,
206,12:40,60,29,16,Malcolm Mask McLaren,Malcolm Mask McLaren,特典会13,
207,14:00,60,82,16,まぶだちゅ！,まぶだちゅ！,特典会13,
208,15:10,60,109,16,月とソーダ,月とソーダ,特典会13,
209,17:10,60,48,16,SEKAI☆,SEKAIE☆,特典会13,
210,18:20,60,110,16,蛍,蛍,特典会13,
211,19:30,60,94,16,ネコプラpixx.,ネコプラpixx.,特典会13,
212,11:35,60,112,17,幽れ！1部,踊れ！神風,特典会14,
213,12:55,60,102,17,ベロティカ,ベロティカ,特典会14,
214,14:15,60,33,17,MIX BERRY,MiX BeRRY,特典会14,
215,15:25,60,41,17,Palpitink,Palpitink,特典会14,
216,17:05,60,61,17,hakanai,hakanai,特典会14,
217,18:20,60,52,17,TENRIN,TENRIN,特典会14,
218,19:30,60,20,17,Ill,Ill,特典会14,
219,10:35,60,11,18,Cherie!,Cherie!,特典会15,
220,11:55,60,56,18,VILLAINS HOUSE,VILLAINS HOUSE,特典会15,
221,13:15,60,9,18,coming soon...,CIDER GEM,特典会15,
222,14:35,60,72,18,いつかの夜に僕たちが、,いつかの夜に僕たちが、,特典会15,
223,16:00,60,9,18,coming soon...,CIDER GEM,特典会15,
224,17:10,60,77,18,なんキニ!,なんキニ!,特典会15,
225,18:20,60,45,18,ReFLiA,ReFLiA,特典会15,
226,19:30,60,109,18,月とソーダ,月とソーダ,特典会15,
227,10:50,60,63,19,mementoa,mementoa,特典会16,
228,12:10,60,35,19,My:ME/OW,My:ME//OW,特典会16,
229,13:30,60,34,19,My Starry Diary,My Starry Diary,特典会16,
230,14:50,60,7,19,BUNGEE GUM.,BUNGEE GUM.,特典会16,
231,16:00,60,92,19,セレインノート,セレインノート,特典会16,
232,17:10,60,2,19,ジョバンニ,#ジューロック,特典会16,
233,18:20,60,98,19,パラディーク,パラディーク,特典会16,
234,19:30,60,66,19,myuou,myojou,特典会16,
235,11:05,60,38,20,NiLUNLOCK,NiLUNLOCK,特典会17,
236,12:25,60,26,20,Lily scale,Lily scale,特典会17,
237,13:45,60,69,20,≒Taria.,→Taria.,特典会17,
238,16:00,60,42,20,Pastel Closet,Pastel Closet,特典会17,
239,17:10,60,14,20,EDEN,EDEN,特典会17,
240,18:20,60,70,20,あいすなっつ,あいすなっつ,特典会17,
241,19:30,60,2,20,#ジューロック,#ジューロック,特典会17,
242,11:20,60,103,21,ポンコツコンポ,ポンコツコンポ,特典会18,
243,12:40,60,3,21,4864.,4864.,特典会18,
244,14:00,60,77,21,なんキニ!,なんキニ!,特典会18,
245,15:10,60,81,21,べるべっとセンテンス,べるべっとセンテンス,特典会18,
246,17:10,60,8,21,CAL&RES,CAL&RES,特典会18,
247,18:20,60,50,21,STAiNY,STAiNY,特典会18,
248,19:30,60,10,21,COLOR of COLOR,COLOR of COLOR,特典会18,
249,11:35,60,57,22,YumeLia,YumeLia,特典会19,
250,12:55,60,32,22,Mewro,Mewro,特典会19,
251,14:15,60,49,22,SHAKEBE,SHAKEBE,特典会19,
252,17:10,60,58,22,ZUTTOMOTTO,ZUTTOMOTTO,特典会19,
253,18:20,60,78,22,にっぽん！真骨頂,にっぽん！真骨頂,特典会19,
